id,type,age_group,gender,daily_internet_hours,primary_activity,uses_facebook,num_social_media_accounts,exposed_to_bad_language,learned_bad_words,experienced_cyberbullying,cyberbullying_types,reported_incident,reported_to,mental_health_impact,received_school_education,awareness_level,impact_certainty
S2271,Student,13-17,Male,2,Videos,False,1,True,False,True,None,True,Friend,Insomnia; Depression; Anxiety,True,Medium,Certain
S2272,Student,9-12,Male,1,Social Media,True,1,False,False,True,Insults; Defamation,True,School Counselor,None,False,Low,Certain
S2273,Student,9-12,Male,1,Chatting,True,1,True,True,True,Insults,True,Teacher,Insomnia; Anxiety,False,Low,Certain
S2274,Student,13-17,Male,5,Studying,True,1,True,True,True,Insults,True,School Counselor,Academic Decline,False,Low,Unsure
S2275,Student,13-17,Male,4,Studying,True,1,True,True,True,Insults; Defamation,False,None,Insomnia; Academic Decline,True,Medium,Certain
S2276,Student,13-17,Male,7,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2277,Student,9-12,Male,0,Videos,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2278,Student,9-12,Male,3,Chatting,True,4,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2279,Student,9-12,Female,0,Studying,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2280,Student,13-17,Male,5,Chatting,True,3,True,False,True,Insults; Defamation,False,None,Academic Decline,False,Low,Certain
S2281,Student,13-17,Female,6,Social Media,True,3,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2282,Student,9-12,Male,2,Gaming,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S2283,Student,13-17,Female,7,Social Media,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2284,Student,13-17,Male,3,Social Media,True,4,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2285,Student,13-17,Male,1,Studying,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S2286,Student,13-17,Male,5,Studying,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2287,Student,13-17,Male,6,Studying,True,2,True,True,True,Insults,True,School Counselor,Insomnia,True,High,Certain
S2288,Student,13-17,Male,7,Gaming,True,1,True,True,True,None,True,Family,None,True,High,Certain
S2289,Student,13-17,Male,2,Social Media,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2290,Student,13-17,Female,8,Chatting,True,1,True,False,True,Insults; Exclusion; Threats,False,None,None,True,Medium,Unsure
S2291,Student,13-17,Male,3,Studying,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2292,Student,9-12,Female,1,Gaming,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2293,Student,9-12,Female,4,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2294,Student,9-12,Male,1,Studying,True,4,False,False,True,Insults,False,None,Insomnia; Depression,False,Low,Unsure
S2295,Student,13-17,Male,7,Social Media,True,4,True,True,True,None,True,Teacher,Insomnia; Academic Decline,True,High,Certain
S2296,Student,13-17,Male,7,Chatting,True,1,False,False,True,Insults,False,None,Anxiety,True,Medium,Certain
S2297,Student,13-17,Female,8,Studying,True,1,True,True,True,None,True,Friend,None,True,Medium,Unsure
S2298,Student,13-17,Male,4,Studying,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S2299,Student,13-17,Male,4,Videos,True,2,True,False,True,Insults,False,None,Academic Decline,True,Medium,Certain
S2300,Student,13-17,Male,6,Studying,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S2301,Student,13-17,Female,4,Gaming,True,2,False,False,True,Defamation,True,School Counselor,Academic Decline,False,Low,Certain
S2302,Student,13-17,Male,3,Chatting,False,1,True,False,True,Exclusion,False,None,Depression; Anxiety,True,High,Unsure
S2303,Student,13-17,Female,5,Videos,True,4,False,False,True,Insults,True,Friend,Insomnia; Academic Decline,False,Low,Certain
S2304,Student,9-12,Female,0,Chatting,True,3,True,True,True,Insults; Defamation; Threats,True,Friend,Depression; Anxiety,True,High,Certain
S2305,Student,13-17,Male,2,Gaming,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S2306,Student,13-17,Male,2,Videos,True,1,True,True,True,Insults,True,School Counselor,Insomnia; Academic Decline,True,High,Certain
S2307,Student,9-12,Male,2,Videos,True,4,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2308,Student,13-17,Female,8,Gaming,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2309,Student,13-17,Female,8,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2310,Student,13-17,Male,1,Videos,True,1,False,False,True,Defamation,True,Teacher,None,False,Low,Certain
S2311,Student,13-17,Male,1,Videos,True,3,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S2312,Student,13-17,Female,3,Chatting,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2313,Student,13-17,Female,1,Videos,False,1,False,False,True,Insults; Exclusion,False,None,Insomnia,True,Medium,Unsure
S2314,Student,13-17,Female,6,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2315,Student,9-12,Female,1,Chatting,True,2,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2316,Student,9-12,Female,0,Gaming,True,1,True,True,True,Insults; Exclusion; Threats,False,None,None,True,High,Unsure
S2317,Student,13-17,Female,4,Chatting,False,1,True,True,True,None,False,None,Insomnia; Depression,False,Low,Unsure
S2318,Student,13-17,Female,1,Chatting,True,3,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2319,Student,9-12,Female,1,Gaming,True,1,True,False,True,Defamation,False,None,Insomnia,False,Low,Certain
S2320,Student,13-17,Male,2,Social Media,True,1,True,False,True,None,False,None,Insomnia,True,Medium,Certain
S2321,Student,13-17,Male,6,Social Media,True,1,True,False,True,None,True,Friend,Loss of Appetite,False,Low,Unsure
S2322,Student,13-17,Male,4,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2323,Student,13-17,Female,1,Social Media,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S2324,Student,13-17,Female,6,Videos,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2325,Student,13-17,Male,4,Studying,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2326,Student,13-17,Male,7,Studying,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2327,Student,13-17,Male,4,Videos,True,1,True,False,True,Insults,False,None,None,False,Low,Unsure
S2328,Student,13-17,Male,5,Chatting,True,3,True,False,True,Insults; Defamation; Exclusion,False,None,Insomnia,True,High,Unsure
S2329,Student,13-17,Female,4,Chatting,False,1,True,False,True,Insults,True,School Counselor,Insomnia,False,Medium,Certain
S2330,Student,13-17,Male,4,Studying,True,1,False,False,True,Insults,False,None,None,False,Low,Unsure
S2331,Student,13-17,Male,4,Chatting,True,4,False,False,True,Defamation; Exclusion,False,None,Insomnia; Depression,True,Medium,Unsure
S2332,Student,9-12,Female,2,Chatting,True,4,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2333,Student,9-12,Female,0,Social Media,False,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2334,Student,13-17,Female,5,Studying,True,1,False,False,True,None,True,Family,None,False,Low,Certain
S2335,Student,9-12,Female,0,Gaming,True,3,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2336,Student,13-17,Female,7,Social Media,True,1,False,False,True,Insults; Defamation,False,None,None,False,Low,Certain
S2337,Student,9-12,Male,0,Chatting,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2338,Student,13-17,Female,1,Social Media,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2339,Student,13-17,Male,2,Studying,True,3,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2340,Student,9-12,Female,2,Videos,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S2341,Student,13-17,Male,3,Gaming,False,3,True,False,True,None,True,Teacher,None,True,High,Unsure
S2342,Student,13-17,Male,4,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2343,Student,13-17,Male,1,Chatting,True,1,True,False,True,Insults,True,Teacher,Insomnia; Anxiety,True,High,Certain
S2344,Student,13-17,Male,5,Studying,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2345,Student,9-12,Male,1,Gaming,False,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2346,Student,9-12,Male,2,Social Media,True,2,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S2347,Student,13-17,Female,8,Social Media,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2348,Student,13-17,Male,2,Gaming,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2349,Student,13-17,Female,1,Videos,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2350,Student,13-17,Female,7,Social Media,True,1,False,False,True,Defamation,True,Family,Depression; Anxiety,False,Medium,Certain
S2351,Student,13-17,Male,7,Chatting,True,3,True,False,True,Insults,True,School Counselor,Insomnia; Depression,True,Medium,Certain
S2352,Student,9-12,Female,2,Social Media,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2353,Student,9-12,Female,2,Chatting,True,2,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2354,Student,13-17,Female,2,Videos,True,2,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2355,Student,13-17,Female,4,Videos,True,3,False,False,True,Insults,False,None,None,True,High,Unsure
S2356,Student,13-17,Female,5,Studying,True,2,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2357,Student,13-17,Female,3,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2358,Student,9-12,Male,0,Videos,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2359,Student,9-12,Male,4,Videos,True,1,False,False,True,Exclusion,True,Family,Academic Decline,False,Low,Certain
S2360,Student,13-17,Female,4,Videos,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2361,Student,9-12,Male,0,Videos,False,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S2362,Student,9-12,Female,0,Social Media,True,3,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2363,Student,9-12,Male,2,Social Media,False,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S2364,Student,13-17,Female,7,Chatting,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S2365,Student,13-17,Female,6,Studying,True,1,False,False,True,Insults,False,None,None,False,Low,Certain
S2366,Student,13-17,Female,2,Chatting,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2367,Student,13-17,Female,7,Chatting,False,1,True,True,True,Insults; Defamation; Threats,False,None,Academic Decline,False,Low,Certain
S2368,Student,13-17,Male,3,Videos,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2369,Student,9-12,Male,4,Videos,False,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2370,Student,13-17,Male,8,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2371,Student,9-12,Female,2,Videos,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2372,Student,9-12,Male,4,Social Media,True,4,True,True,True,Insults,True,Family,None,False,Low,Unsure
S2373,Student,13-17,Male,4,Social Media,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2374,Student,9-12,Female,4,Social Media,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S2375,Student,13-17,Female,8,Gaming,True,3,True,True,True,Insults; Defamation,True,Friend,Academic Decline,False,Medium,Unsure
S2376,Student,9-12,Female,2,Social Media,True,3,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S2377,Student,13-17,Male,4,Studying,True,4,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2378,Student,13-17,Male,7,Studying,False,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2379,Student,13-17,Female,2,Gaming,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2380,Student,13-17,Male,2,Social Media,True,2,True,False,True,Insults; Threats,False,None,None,False,Low,Unsure
S2381,Student,13-17,Male,2,Studying,False,2,False,False,True,Insults; Exclusion,False,None,None,True,Medium,Certain
S2382,Student,9-12,Male,3,Videos,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2383,Student,9-12,Female,3,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2384,Student,13-17,Male,5,Videos,True,4,False,False,True,Insults,False,None,Insomnia,True,Medium,Unsure
S2385,Student,13-17,Male,1,Social Media,True,1,False,False,True,Insults; Defamation,False,None,Academic Decline,True,Medium,Unsure
S2386,Student,13-17,Female,3,Studying,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2387,Student,13-17,Female,4,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2388,Student,9-12,Male,0,Social Media,True,4,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2389,Student,13-17,Female,3,Gaming,True,1,False,False,True,None,False,None,Insomnia,False,Medium,Certain
S2390,Student,13-17,Female,7,Chatting,True,1,True,True,True,Insults,False,None,Depression; Suicidal Thoughts,False,Medium,Unsure
S2391,Student,9-12,Male,0,Social Media,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2392,Student,9-12,Female,3,Chatting,True,1,False,False,True,Defamation,False,None,None,True,Medium,Unsure
S2393,Student,13-17,Male,8,Chatting,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2394,Student,13-17,Female,5,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2395,Student,13-17,Female,4,Chatting,True,1,True,False,True,Insults; Sexual Harassment,True,School Counselor,Insomnia; Depression; Loss of Appetite,True,Medium,Certain
S2396,Student,9-12,Female,2,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2397,Student,13-17,Male,1,Chatting,True,4,False,False,True,Insults,True,Teacher,Insomnia,False,Medium,Certain
S2398,Student,9-12,Female,0,Videos,True,1,True,True,True,Insults,False,None,None,True,Medium,Certain
S2399,Student,13-17,Female,7,Studying,True,1,True,False,True,Insults; Defamation; Exclusion; Threats,False,None,Insomnia; Depression,True,High,Unsure
S2400,Student,13-17,Male,2,Chatting,True,2,False,False,True,None,True,School Counselor,Insomnia; Depression; Anxiety; Loss of Appetite,False,Low,Unsure
S2401,Student,9-12,Female,1,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2402,Student,13-17,Male,1,Studying,True,3,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2403,Student,9-12,Female,3,Studying,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2404,Student,13-17,Male,6,Videos,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S2405,Student,9-12,Female,2,Studying,True,1,True,True,True,Insults; Exclusion,True,Friend,Depression,False,Low,Certain
S2406,Student,9-12,Male,0,Gaming,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2407,Student,13-17,Female,2,Chatting,True,1,True,True,True,Insults; Exclusion; Sexual Harassment,True,Family,Insomnia; Academic Decline,False,Low,Certain
S2408,Student,13-17,Male,4,Videos,True,1,True,True,True,Defamation,False,None,Depression,True,Medium,Certain
S2409,Student,13-17,Male,1,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2410,Student,13-17,Male,5,Chatting,True,4,False,False,True,Insults; Threats,True,School Counselor,Loss of Appetite,False,Low,Certain
S2411,Student,9-12,Male,0,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2412,Student,13-17,Female,4,Gaming,True,1,True,True,True,Insults,False,None,Insomnia; Anxiety,False,Low,Certain
S2413,Student,13-17,Male,2,Gaming,True,3,True,False,True,Defamation; Threats,False,None,Academic Decline; Depression,True,High,Unsure
S2414,Student,9-12,Female,2,Gaming,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2415,Student,13-17,Female,4,Videos,False,1,True,True,True,None,True,Friend,Insomnia; Anxiety,False,Low,Unsure
S2416,Student,9-12,Female,1,Studying,True,4,True,True,True,Insults; Exclusion,False,None,Academic Decline,True,High,Unsure
S2417,Student,13-17,Female,5,Social Media,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2418,Student,13-17,Male,1,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2419,Student,13-17,Female,8,Social Media,False,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2420,Student,13-17,Male,8,Chatting,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2421,Student,9-12,Female,1,Studying,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2422,Student,9-12,Male,2,Videos,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2423,Student,13-17,Female,1,Chatting,True,1,True,True,True,Insults; Defamation,True,Teacher,Academic Decline; Anxiety,False,Medium,Unsure
S2424,Student,9-12,Male,4,Studying,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2425,Student,9-12,Female,3,Gaming,True,4,False,False,True,Defamation; Exclusion; Threats,True,Teacher,Insomnia; Academic Decline,True,High,Certain
S2426,Student,13-17,Female,6,Social Media,False,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2427,Student,9-12,Male,3,Chatting,True,4,True,True,True,None,False,None,Anxiety,False,Low,Unsure
S2428,Student,13-17,Female,4,Videos,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S2429,Student,13-17,Male,5,Studying,True,3,False,False,True,Insults; Defamation,False,None,Insomnia,False,Medium,Certain
S2430,Student,9-12,Female,0,Videos,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2431,Student,13-17,Male,7,Chatting,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2432,Student,13-17,Male,8,Videos,True,1,True,False,True,Defamation,False,None,Insomnia; Depression,False,Low,Unsure
S2433,Student,9-12,Male,0,Gaming,True,1,True,True,True,Insults; Defamation,True,Teacher,Academic Decline,False,Medium,Certain
S2434,Student,13-17,Male,1,Social Media,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2435,Student,13-17,Male,8,Videos,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2436,Student,9-12,Female,2,Gaming,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2437,Student,13-17,Female,4,Chatting,True,1,True,False,True,Insults,True,Family,None,False,Medium,Unsure
S2438,Student,9-12,Female,1,Gaming,False,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2439,Student,13-17,Male,7,Chatting,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2440,Student,13-17,Female,1,Gaming,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2441,Student,13-17,Male,8,Studying,True,1,False,False,True,Insults; Exclusion,True,Friend,Academic Decline,True,High,Unsure
S2442,Student,13-17,Female,3,Studying,True,1,False,False,True,Defamation,False,None,Academic Decline; Loss of Appetite,False,Medium,Unsure
S2443,Student,13-17,Female,4,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2444,Student,13-17,Male,5,Social Media,False,1,False,False,True,Insults; Defamation; Threats,False,None,None,False,Medium,Unsure
S2445,Student,9-12,Female,2,Chatting,True,3,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2446,Student,9-12,Female,3,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2447,Student,13-17,Female,3,Chatting,True,1,True,False,True,Defamation,False,None,None,False,Low,Unsure
S2448,Student,13-17,Female,7,Social Media,True,1,True,True,True,Insults,False,None,None,False,Low,Certain
S2449,Student,13-17,Female,2,Videos,True,1,True,True,True,Insults; Defamation; Exclusion,False,None,Academic Decline; Depression; Anxiety,False,Medium,Unsure
S2450,Student,13-17,Male,5,Studying,True,3,False,False,True,Insults; Defamation,True,Family,Insomnia; Academic Decline; Depression; Anxiety,False,Low,Certain
S2451,Student,13-17,Female,1,Social Media,False,1,True,True,True,None,True,Friend,Insomnia; Academic Decline,True,High,Unsure
S2452,Student,13-17,Female,8,Social Media,True,3,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S2453,Student,13-17,Male,7,Gaming,True,1,False,False,True,Insults; Defamation; Threats,False,None,Anxiety,False,Low,Certain
S2454,Student,13-17,Female,6,Social Media,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2455,Student,13-17,Male,3,Chatting,True,1,True,True,True,Insults; Threats,True,Family,Academic Decline; Loss of Appetite,False,Low,Unsure
S2456,Student,9-12,Female,0,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2457,Student,9-12,Female,0,Gaming,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2458,Student,13-17,Female,5,Social Media,True,1,True,False,True,Defamation; Threats,False,None,Insomnia; Academic Decline,True,High,Unsure
S2459,Student,13-17,Female,3,Gaming,True,3,True,False,True,Insults; Threats,False,None,Academic Decline,False,Low,Unsure
S2460,Student,9-12,Male,3,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2461,Student,9-12,Male,3,Social Media,True,2,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2462,Student,13-17,Female,1,Social Media,True,4,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S2463,Student,13-17,Male,4,Chatting,False,4,False,False,True,Insults; Defamation,False,None,Insomnia; Anxiety,True,Medium,Certain
S2464,Student,13-17,Female,5,Studying,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2465,Student,9-12,Male,4,Social Media,True,1,True,False,True,Threats,True,Friend,Loss of Appetite,False,Low,Certain
S2466,Student,9-12,Male,1,Social Media,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S2467,Student,13-17,Female,1,Studying,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S2468,Student,13-17,Male,3,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2469,Student,13-17,Female,6,Gaming,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2470,Student,9-12,Female,3,Studying,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2471,Student,13-17,Female,5,Social Media,True,1,False,False,True,Exclusion,False,None,Academic Decline,False,Low,Unsure
S2472,Student,13-17,Male,8,Studying,False,3,True,False,True,Insults; Sexual Harassment,True,Friend,Depression; Anxiety,True,Medium,Unsure
S2473,Student,13-17,Male,8,Social Media,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2474,Student,13-17,Male,2,Videos,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2475,Student,9-12,Male,3,Social Media,True,3,True,False,True,Insults; Defamation,False,None,Anxiety,False,Medium,Certain
S2476,Student,9-12,Male,0,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2477,Student,9-12,Male,0,Chatting,True,1,True,True,True,Defamation,True,Teacher,Loss of Appetite,False,Medium,Unsure
S2478,Student,13-17,Male,6,Chatting,True,1,False,False,True,Insults; Sexual Harassment,True,Family,Depression,True,Medium,Unsure
S2479,Student,9-12,Male,3,Videos,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2480,Student,9-12,Male,3,Videos,True,2,False,False,True,None,False,None,Insomnia; Depression,True,High,Certain
S2481,Student,13-17,Female,2,Social Media,True,3,False,False,True,None,True,Family,Depression,False,Low,Certain
S2482,Student,13-17,Male,4,Chatting,True,3,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2483,Student,13-17,Male,4,Studying,True,1,True,True,True,Insults; Defamation; Threats,True,Teacher,None,True,Medium,Certain
S2484,Student,13-17,Male,5,Videos,False,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2485,Student,13-17,Male,2,Videos,True,1,False,False,True,Insults; Defamation,False,None,None,True,Medium,Unsure
S2486,Student,9-12,Female,2,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2487,Student,13-17,Male,1,Chatting,True,4,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2488,Student,9-12,Male,2,Chatting,True,2,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2489,Student,9-12,Male,1,Gaming,True,1,True,False,True,Insults; Exclusion,False,None,Insomnia; Loss of Appetite,False,Low,Unsure
S2490,Student,9-12,Male,4,Chatting,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S2491,Student,9-12,Male,4,Studying,True,2,False,False,True,Insults; Exclusion; Threats,False,None,Insomnia; Depression,True,Medium,Unsure
S2492,Student,13-17,Female,6,Gaming,True,1,True,False,True,Defamation; Exclusion,True,Family,Academic Decline; Depression,True,High,Certain
S2493,Student,9-12,Male,0,Videos,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2494,Student,13-17,Female,5,Videos,True,1,True,True,True,Insults,False,None,Insomnia,False,Low,Unsure
S2495,Student,13-17,Male,1,Videos,True,1,True,False,True,Threats,False,None,None,False,Medium,Unsure
S2496,Student,13-17,Female,4,Gaming,False,1,True,True,True,Insults,True,Family,Depression,True,Medium,Unsure
S2497,Student,13-17,Male,5,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2498,Student,13-17,Female,2,Chatting,True,2,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S2499,Student,13-17,Male,8,Chatting,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2500,Student,13-17,Female,3,Gaming,True,1,True,True,True,Insults; Defamation; Exclusion,True,School Counselor,Depression,False,Low,Certain
S2501,Student,13-17,Male,2,Videos,True,3,False,False,True,Insults,False,None,Academic Decline,False,Low,Certain
S2502,Student,13-17,Female,4,Gaming,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S2503,Student,13-17,Female,7,Videos,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S2504,Student,9-12,Male,1,Chatting,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2505,Student,9-12,Female,4,Social Media,True,2,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2506,Student,13-17,Male,5,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2507,Student,13-17,Female,8,Videos,True,2,False,False,True,Defamation,False,None,Anxiety,True,High,Certain
S2508,Student,9-12,Male,1,Videos,True,2,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2509,Student,13-17,Male,4,Chatting,True,2,False,False,True,Insults; Exclusion; Threats,False,None,None,True,Medium,Unsure
S2510,Student,9-12,Female,2,Social Media,True,1,False,False,True,Insults; Defamation; Exclusion,True,Teacher,Academic Decline,True,Medium,Unsure
S2511,Student,9-12,Female,2,Videos,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S2512,Student,9-12,Male,4,Social Media,False,1,True,True,True,None,True,Friend,Insomnia; Depression,True,Medium,Certain
S2513,Student,13-17,Male,1,Chatting,True,3,False,False,True,Insults; Threats,True,Family,Insomnia; Academic Decline,True,Medium,Unsure
S2514,Student,13-17,Female,7,Social Media,True,2,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S2515,Student,9-12,Female,2,Gaming,False,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S2516,Student,13-17,Female,4,Gaming,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2517,Student,13-17,Female,8,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S2518,Student,13-17,Female,6,Social Media,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
